"COMPANY NAME","ROC NO","URL","CLUSTER","ID","MARCH","YEAR"
"Barking Cow Media Group Sdn Bhd","1067731-X","NULL","Creative Content & Technologies","CS/3/8824","Active","2016"
"Barrat Integra Sdn Bhd","820471-X","barrat.com.my","InfoTech","CS/3/7067","Active","2011"
"Basecamp Films Sdn Bhd","821026-U","basecampfilms.com.my","Creative Content & Technologies","CS/3/7121","Active","2012"
"Basecamp VFX Sdn Bhd","388712-K","basecampvfx.com","Creative Content & Technologies","CS/3/3192","Active","2006"
"BASF Asia-Pacific Service Centre Sdn Bhd","672906-W","NULL","Global Business Services","CS/3/5542","Active","2011"
"Basis Bay Capital Management Sdn Bhd","775582-W","NULL","Global Business Services","CS/3/5630","Active","2008"
"Basis Bay Global Services Sdn Bhd","1188031-H","NULL","Global Business Services","CS/3/9967","Active","2016"
"Basis Bay Services MSC Sdn Bhd","740976-W","basisbay.com","Global Business Services","CS/3/3591","Active","2006"
"Bay Group Holdings Sdn Bhd","1189545-D","capitalbay.com.my","InfoTech","ST/3/4","Active","2016"
"Baycom Sdn Bhd","513693-U","baycom.com.my","InfoTech","CS/3/832","Active","2001"
"Bayyinah Studios Sdn Bhd","1143094-K","bayyinah.tv","Creative Content & Technologies","CS/3/9102","Active","2015"
"Bc Ventura Sdn Bhd","1040179-A","NULL","InfoTech","CS/3/8086","Active","2013"
"BCS Integration Solutions Sdn Bhd","965148-M","bcsgroup.biz","Global Business Services","CS/3/7458","Active","2012"
"BDC Integrated Visions (M) Sdn Bhd","526440-T","e-commerce-my.com","InfoTech","CS/3/2908","Active","2005"
"Bdx Asia Sdn Bhd (Fka Rise Vertigo Sdn Bhd)","1167885-A","NULL","InfoTech","CS/3/9584","Active","2016"
"Beans Technology Sdn Bhd","975078-M","beansgrp.com","InfoTech","CS/3/7307","Active","2012"
"Becton Dickinson Global Services Centre Sdn Bhd","985838-T","NULL","Global Business Services","CS/3/8406","Active","2013"
"Beeducation Adventures Sdn Bhd","1160905-A","NULL","InfoTech","CS/3/10611","Active","2018"
"Beez Fintech Sdn Bhd","1311362-X","beezfin.com","InfoTech","MSC/S/00040","Active","2021"
"BelfricsBT Sdn Bhd","1255347-V","belfricsbt.com","InfoTech","MSC/S/00027","Active","2020"
"Belmont Technologies Sdn Bhd","597816-T","belmonttek.com","InfoTech","CS/3/2589","Active","2004"
"Ben Line Shared Services Sdn Bhd","1117881-H","benlineagencies.com","Global Business Services","CS/3/9167","Active","2015"
"Benua Emas Network Sdn Bhd","1094915-W","NULL","Creative Content & Technologies","CS/3/9110","Active","2016"
"Beoworld Sdn Bhd","760956-V","beofrenz.com","InfoTech","CS/3/5081","Active","2008"
"Berkshire Media Sdn Bhd","974773-H","berkshireconsulting.com.my","Global Business Services","CS/3/9420","Active","2016"
"Bersian Technology (M) Sdn Bhd","633205-V","bersian.com","InfoTech","CS/3/5012","Active","2007"
"Best Venue Sdn Bhd","608356-P","NULL","InfoTech","CS/3/2879","Active","2005"
"Bestinet Sdn Bhd","838886-T","bestinet.com.my","Global Business Services","CS/3/8252","Active","2016"
"BestWeb Technologies Sdn Bhd","1220752-H","bestweb.com.my","InfoTech","CS/3/10741","Active","2017"
"Bexano Technology Sdn Bhd","1225001-T","NULL","InfoTech","CS/3/10758","Active","2017"
"Beyondsoft (Malaysia) Sdn Bhd","201901009063","beyondsoft.com/en/","Global Business Services","MSC/S/00007","Active","2020"
"BG Support Services Sdn Bhd","778054-P","healthiercompany.com","InfoTech","CS/3/4813","Active","2007"
"BHP Billiton Shared Services Malaysia Sdn Bhd","827971-X","bhpbilliton.com/","Global Business Services","CS/3/5495","Active","2008"
"Bib n da Creation Works (M) Sdn Bhd","871997-H","NULL","Creative Content & Technologies","CS/3/6496","Active","2011"
"Bifrost Tech Sdn Bhd","511723-A","bifrostech.com","InfoTech","CS/3/8872","Active","2015"
"Big Ant Studios (M) Sdn Bhd","983468-P","bigant.com","Creative Content & Technologies","CS/3/7241","Active","2012"
"Big Bunker Studio Sdn Bhd","1013845-T","NULL","Creative Content & Technologies","CS/3/10290","Active","2016"
"BIIT Consulting Sdn Bhd","1058656-X","biitconsulting.com","Global Business Services","CS/3/9449","Active","2016"
"Bimbit.com Sdn Bhd","702261-W","bimbit.com","Creative Content & Technologies","CS/3/3203","Active","2006"
"Biro Inovasi dan Perundingan (Universiti Teknologi Malaysia)","IPTA","bip.utm.my","IHLs & Incubators","MSC-INC/137/4","Active","2003"
"Biscuit Films Sdn Bhd","735890-X","biscuitfilms.com","Creative Content & Technologies","CS/3/6198","Active","2010"
"BIT MSC Sdn Bhd","754840-P","bitanz.com","InfoTech","CS/3/3376","Active","2007"
"Bit Quest Sdn Bhd","1224687-T","NULL","InfoTech","CS/3/10717","Active","2018"
"BIT Services (M) Sdn Bhd","441618-K","bit.com.my","Global Business Services","CS/3/5199","Active","2009"
"BIT Software (M) Sdn Bhd","745092-X","NULL","InfoTech","CS/3/4227","Active","2006"
"Biz Excellence Systems Sdn Bhd","1159569-U","NULL","InfoTech","CS/3/10492","Active","2017"
"Biz Trading & Total CAD Solution Sdn Bhd","1200904-P","totalcadsolution.com","Global Business Services","CS/3/10643","Active","2017"
"Bizcloud Asia Sdn Bhd","1057232-T","bizcloud.com.my","InfoTech","CS/3/8774","Active","2015"
"Biztrak R&D Sdn Bhd","536099-D","biztrak.com","InfoTech","CS/3/2220","Active","2004"
"Bizztax Alliance Sdn Bhd","822592-X","bizztax.com","InfoTech","CS/3/6146","Active","2011"
"Bjak Sdn Bhd","1339813-K","bjak.my/","InfoTech","MSC/S/00038","Active","2020"
"Black & Decker Asia Pacific (Malaysia) Sdn Bhd","250839-H","NULL","Global Business Services","CS/3/10704","Active","2017"
"Bliminal Studio Sdn Bhd","1063979-M","bliminal.my","Creative Content & Technologies","CS/3/8490","Active","2015"
"Blimp Media Sdn Bhd (fka GameHubs Sdn Bhd)","1053045-A","gamehubs.com","Creative Content & Technologies","CS/3/9147","Active","2015"
"Blindspot Studios Sdn Bhd","1138461-W","blindspot.my","Creative Content & Technologies","CS/3/9373","Active","2016"
"Blinkware Technology Sdn Bhd","1036451-K","NULL","InfoTech","CS/3/8179","Active","2013"
"Blithe Soft Sdn Bhd","1035156-V","NULL","InfoTech","CS/3/8533","Active","2014"
"Block Solutions Sdn Bhd","1188553-K","etherscan.io","InfoTech","ST/3/10","Active","2016"
"Bloom Systems Sdn Bhd","1020356-H","active-classroom.com","InfoTech","CS/3/7918","Active","2013"
"Bloomberg (Malaysia) Sdn Bhd","462050-K","bloomberg.com","Creative Content & Technologies","CS/3/139","Active","1998"
"Bloomgate Technology Sdn Bhd","1019886-T","bloomgate-tech.com/","InfoTech","CS/3/7902","Active","2012"
"Blue Bee Technologies Sdn Bhd","1181695-X","bluebee.my","InfoTech","ST/3/39","Active","2018"
"Blue Ocean Data Solutions Sdn Bhd","1008536-K","blueoceands.com","InfoTech","CS/3/8048","Active","2014"
"Blue Ocean Innovations Sdn Bhd","1029703-P","NULL","InfoTech","CS/3/7968","Active","2013"
"Blue Rose Technologies Sdn  Bhd","1134800-X","bluerose-tech.com","Global Business Services","CS/3/10811","Active","2018"
"Blueocean Technologies Sdn Bhd","730827-A","blueocean.net.my","InfoTech","CS/3/3780","Active","2007"
"Blueship Sdn Bhd","1024823-D","blueship.co.jp","InfoTech","CS/3/7796","Active","2013"
"Bluesify Solutions Sdn Bhd","988066-V","bluesify.com","InfoTech","CS/3/8797","Active","2015"
"Bluesignage Sdn Bhd","900558-H","bluesignage.com","InfoTech","CS/3/5061","Active","2011"
"BMW Asia Technology Centre Sdn Bhd","612932-X","NULL","Global Business Services","CS/3/1190","Active","2004"
"Bnetworks Sdn Bhd","846492-U","bnetworks.com.my","InfoTech","CS/3/6103","Active","2009"
"BorderPass Travel Sdn Bhd","1108341-H","borderpass.com","InfoTech","CS/3/9889","Active","2016"
"Boss Solutions Global Sdn Bhd","948540-V","bosssolutions.com.my","InfoTech","CS/3/7484","Active","2012"
"Boss Solutions Sdn Bhd","199877-X","alphamatic.com.my","InfoTech","CS/3/151","Active","1998"
"Boxtix Sdn Bhd","1022526-M","NULL","InfoTech","CS/3/7835","Active","2012"
"BP Business Service Centre Asia Sdn Bhd","876587-W","bp.com","Global Business Services","CS/3/6033","Active","2009"
"Brain Bytes Sdn Bhd","667264-H","brainbytes.org","InfoTech","CS/3/7127","Active","2011"
"Brandt International Sdn Bhd","659309-H","brandtinternational.com","Global Business Services","CS/3/6889","Active","2012"
"Bricks And Clicks Ventures Sdn Bhd","1121108-X","bricksandclicks.com.my","InfoTech","CS/3/10808","Active","2018"
"Bricstar Sdn Bhd","873381-X","NULL","InfoTech","CS/3/6290","Active","2010"
"Bridge Data Centres Malaysia Sdn Bhd","790023-V","csf-advisers.com","Global Business Services","CS/3/5306","Active","2008"
"Brightstar Supply Chain Services Sdn Bhd","1048634-U","NULL","Global Business Services","CS/3/5692","Active","2013"
"Brillante Insights Sdn Bhd","911490-D","NULL","Global Business Services","CS/3/8699","Active","2014"
"Brilliance MSC Sdn Bhd","754756-P","brinfo.com.my","InfoTech","CS/3/3743","Active","2007"
"BriteSoft Solutions (M) Sdn Bhd","597107-W","britesoftcorp.com","InfoTech","CS/3/1516","Active","2002"
"British American Tobacco GSD (Kuala Lumpur) Sdn Bhd (British American Tobacco Asia Pacific Shared Services Sdn Bhd)","475873-P","bat.com","Global Business Services","CS/3/193","Active","1998"
"Broadwire Technologies Sdn Bhd","1109033-A","NULL","InfoTech","CS/3/8928","Active","2014"
"BT Global Technology (M) Sdn Bhd","596878-K","bt.com","Global Business Services","CS/3/7737","Active","2012"
"Buffalo Orange Production Sdn.Bhd","1119030-A","NULL","Creative Content & Technologies","CS/3/10580","Active","2018"
"BuildEasy Solutions Sdn Bhd","1208294-T","webuildeasy.com","InfoTech","CS/3/10516","Active","2018"
"Bumi Intuisi Sdn Bhd","887629-P","NULL","InfoTech","CS/3/6425","Active","2010"
"Bumilogix Sdn Bhd","1071921-P","bumilogix.com","InfoTech","CS/3/8429","Active","2013"
"BURJ Asia Corporation (M) Sdn Bhd","874882-M","burjasia.com","InfoTech","CS/3/7632","Active","2013"
"Business Continuity Solution Sdn Bhd","588682-W","NULL","InfoTech","CS/3/5702","Active","2009"
"Business Origin Sdn Bhd","930622-V","NULL","InfoTech","CS/3/8924","Active","2015"
"Business Performance Solutions Sdn Bhd","676039-A","NULL","InfoTech","CS/3/6262","Active","2009"
"Business Pixel Sdn Bhd","1134687-V","servishero.com","InfoTech","CS/3/9193","Active","2015"
"Business Technology Innovations Sdn Bhd","970546-T","btinnovation.com","InfoTech","CS/3/7583","Active","2012"
"Businessme Technology Sdn Bhd","1127508-W","NULL","InfoTech","CS/3/10115","Active","2016"
"Buttonwood SmartLogistics Sdn Bhd","866686-T","buttonwood.com.my","InfoTech","CS/3/6130","Active","2009"
"Buzznet Sdn Bhd","382460-U","buzznetlabs.com","InfoTech","CS/3/705","Active","2001"
"Buzzworks (BW) Sdn Bhd","1085264-V","buzzworksanimation.com","Creative Content & Technologies","CS/3/10396","Active","2017"
"Byondwave Consulting Sdn Bhd","1223289-P","byondwave.com","InfoTech","CS/3/10743","Active","2017"
"Byte Craft Sdn Bhd","231984-T","bytecraft.com.my","InfoTech","CS/3/1200","Active","2002"
"Bytesource Innovation Sdn Bhd","1224392-A","NULL","Global Business Services","CS/3/10715","Active","2017"
"C Tech Multimedia Sdn Bhd","986750-X","NULL","Creative Content & Technologies","CS/3/7745","Active","2012"
"C2L Biz Solutions Sdn Bhd","943309-P","c2lbiz.com","InfoTech","CS/3/7115","Active","2011"
"CabNet Systems (M) Sdn Bhd","355065-V","cabnet.asia","InfoTech","CS/3/4831","Active","2007"
"Cactus Information System (MSC) Sdn Bhd","582461-X","cis.com.my","InfoTech","CS/3/1133","Active","2002"
"Cadamsoft Sdn Bhd","1043663-D","NULL","InfoTech","CS/3/8135","Active","2014"
"CadFlex Technologies Sdn Bhd","1033073-M","NULL","InfoTech","CS/3/8804","Active","2015"
"Caidmark Sdn Bhd","152911-P","caidmark.com.my","InfoTech","CS/3/3791","Active","2015"
"Calis Technology (M) Sdn Bhd","646233-A","calis.com.my","InfoTech","CS/3/5698","Active","2009"
"Callbox Communications Sdn Bhd","755234-X","callbox.com.my","InfoTech","CS/3/4297","Active","2007"
"Calms Technologies Sdn Bhd","574042-U","NULL","InfoTech","CS/3/1520","Active","2003"
"Calsep Asia Pacific Sdn Bhd","922506-D","calsep.com","InfoTech","CS/3/7290","Active","2012"
"Camdy Global Sdn Bhd","1178564-P","NULL","InfoTech","CS/3/10014","Active","2016"
"Camtech Asia IT&T Sdn Bhd","468890-A","NULL","InfoTech","CS/3/157","Active","1998"
"Canaan Communication & Technologies Sdn Bhd","1175070-H","canaanct.com.my","Global Business Services","CS/3/10373","Active","2018"
"Capgemini Services Malaysia Sdn Bhd","959205-M","capgemini.com","Global Business Services","CS/3/7384","Active","2011"
"Capital DK Consulting Sdn Bhd","916046-M","capitaldk.com","InfoTech","CS/3/8012","Active","2014"
"Capital Knowledge Sdn Bhd","1132972-V","internationalinvestor.com","Global Business Services","CS/3/9099","Active","2015"
"Capital Market Risk Advisor Sdn Bhd","1030718-D","NULL","InfoTech","CS/3/7967","Active","2013"
"Capitalmaster Happystock Sdn Bhd","1021874-A","capitalmaster.com.sg","InfoTech","CS/3/7921","Active","2013"
"Caprideon Sdn Bhd","836082-P","NULL","InfoTech","CS/3/5565","Active","2008"
"Captor-Lab Sdn Bhd","620054-P","netstar.com.my","InfoTech","CS/3/1309","Active","2003"
"Car Smart Apps Sdn Bhd","1120177-P","carbengkel.com","InfoTech","CS/3/9230","Active","2016"
"Cardtrend Systems Sdn Bhd","554302-M","NULL","InfoTech","CS/3/1875","Active","2004"
"Cardzone Sdn Bhd","612060-W","cardzone.com.my","InfoTech","CS/3/9036","Active","2017"
"Cari Internet Sdn Bhd","483575-W","cari.com.my","InfoTech","CS/3/3830","Active","2006"
"Carrot Films Sdn Bhd","278052-V","carrotfilms.com.my","Creative Content & Technologies","CS/3/439","Active","2000"
"Cartoon4kids Sdn Bhd","761961-U","cartoon4kids.com","Creative Content & Technologies","CS/3/5015","Active","2007"
"Casa Inovasi Sdn Bhd","685539-X","casainovasi.com.my","InfoTech","CS/3/3491","Active","2006"
"Catalyst Shared Services Hub (MSC) Sdn Bhd","801856-W","NULL","Global Business Services","CS/3/4942","Active","2008"
"Catch That Bus Sdn Bhd","958398-K","catchthatbus.com","InfoTech","CS/3/7705","Active","2012"
"Catch the Web Asia Sdn Bhd","1023875-W","NULL","InfoTech","CS/3/7870","Active","2013"
"Cathect Sdn Bhd","1182137-K","cathect.com.my","InfoTech","CS/3/10314","Active","2017"
"CBAL Sdn Bhd","609943-A","cbi.net.my","InfoTech","CS/3/2862","Active","2005"
"CBRE Asia Pacific Business Services Sdn Bhd","1099369-K","cbre.com","Global Business Services","CS/3/10488","Active","2017"
"CBSA MSC Sdn Bhd","507122-D","cbs.com.my","InfoTech","CS/3/1884","Active","2003"
"CBSA Online Sdn Bhd","619214-M","NULL","InfoTech","CS/3/2975","Active","2005"
"CD Digital Sdn Bhd","567478-V","cdgroup.com.my","Creative Content & Technologies","CS/3/10130","Active","2017"
"CeDRE International Sdn Bhd","646781-D","cedre.org.my","InfoTech","CS/3/7603","Active","2012"
"CEEDTec Sdn Bhd","715654-T","ceedtec.com","InfoTech","CS/3/3460","Active","2006"
"Celeropes Sdn Bhd","1202996-X","cammillion.com/","InfoTech","CS/3/10707","Active","2018"
"Celestica GBS Malaysia Sdn Bhd","1169928-P","celestica.com","Global Business Services","CS/3/10019","Active","2016"
"CEMS Engineering Sdn Bhd","717045-M","cems.com.my","InfoTech","CS/3/3554","Active","2007"
"Censof Digital Sdn Bhd","1160464-V","NULL","Global Business Services","CS/3/9607","Active","2015"
"Cention Sdn Bhd","1030460-V","cention.se","InfoTech","CS/3/7783","Active","2013"
"Centracs Technology Sdn Bhd","1022206-T","centracs.net","InfoTech","CS/3/7770","Active","2012"
"Centre For Content Creation Sdn Bhd","561288-U","NULL","Creative Content & Technologies","CS/3/3524","Active","2009"
"Century Software (M) Sdn Bhd","445590-U","censof.com","InfoTech","CS/3/3468","Active","2006"
"CFR Sdn Bhd","946459-K","cfr.com.my","InfoTech","CS/3/8168","Active","2014"
"CGI IT Consulting Sdn Bhd","149755-X","logica.com","Global Business Services","CS/3/4635","Active","2007"
"CGSoft (M) Sdn Bhd","606410-U","cgsoft.com.my","InfoTech","CS/3/2130","Active","2004"
"Chain-fx Imago Sdn Bhd","1063985-X","chain-fx.com","Creative Content & Technologies","CS/3/8472","Active","2014"
"Chaintope Malaysia Sdn Bhd","1215808-M","chaintope.com","InfoTech","CS/3/10567","Active","2017"
"Changepond Technologies Sdn Bhd","557076-K","NULL","InfoTech","CS/3/733","Active","2001"
"Chemoinformatics Sdn Bhd","719212-V","chemoinformatics.com","InfoTech","CS/3/3916","Active","2007"
"Chimaera Entertainments Sdn Bhd","1136731-U","NULL","Creative Content & Technologies","CS/3/9187","Active","2015"
"China Mobile International (Malaysia) Sdn Bhd","1143231-D","cmi.chinamobile.com/","Global Business Services","MSC/S/00025","Active","2020"
"Chronos Technology Sdn Bhd","893271-M","NULL","InfoTech","CS/3/8537","Active","2014"
"Chrysasys Consulting Sdn Bhd","790350-A","NULL","InfoTech","CS/3/5037","Active","2007"
"Churp Churp Media Sdn Bhd","1003613-K","NULL","InfoTech","CS/3/8222","Active","2013"
"Cib Development Sdn Bhd","758182-X","cib.com.my","Creative Content & Technologies","CS/3/4827","Active","2009"
"Cigna International Health Services Sdn Bhd","672662-X","vanbreda-international.com","Global Business Services","CS/3/4251","Active","2007"
"CIS IT Solutions Sdn Bhd","571267-K","solucis.com.my","InfoTech","CS/3/6517","Active","2010"
"CISCO MSC Division Cisco Systems (M) Sdn Bhd","366448-W","cisco.com","InfoTech","CS/3/285","Active","2001"
"CISEYE Security Technologies Sdn Bhd","691660-P","ciseye.com","InfoTech","CS/3/3590","Active","2006"
"Cissa Communications Sdn Bhd","630940-A","cissacom.com","InfoTech","CS/3/2104","Active","2004"
"Citigroup Transaction Services (M) Sdn Bhd","203959-W","NULL","Global Business Services","CS/3/6854","Active","2012"
"CK Graphic Sdn Bhd","765554-W","ckgraphic.com","Creative Content & Technologies","CS/3/6625","Active","2010"
"Clarify Consulting Sdn Bhd","722249-W","clarify.com.my","InfoTech","CS/3/3636","Active","2006"
"Clarivate (Malaysia) Sdn Bhd","1360469-D","clarivate.com/","Global Business Services","MSC/S/00072","Active","2020"
"Clazroom Media Art Sdn Bhd","1018922-K","NULL","Creative Content & Technologies","CS/3/8083","Active","2013"
"Clearwater Technologies Sdn Bhd","1211471-T","NULL","InfoTech","CS/3/10416","Active","2017"
"clickTRUE (M) Sdn Bhd","818367-U","clickTRUE.biz","InfoTech","CS/3/7209","Active","2011"
"Clicque Technology Sdn Bhd","705491-A","NULL","InfoTech","CS/3/10056","Active","2016"
"CLIQERS SDN BHD","1041202-V","cliqers.com","InfoTech","CS/3/8568","Active","2015"
"Cloud Computing Business Innovation Sdn Bhd","1041788-T","NULL","InfoTech","CS/3/8564","Active","2014"
"Cloud Design Marketing Sdn Bhd","1202393-P","NULL","InfoTech","CS/3/10461","Active","2017"
"Clouddesk Technology Sdn Bhd","851711-U","serverpark.net.my","InfoTech","CS/3/7964","Active","2013"
"Cloudhax Sdn Bhd","1052571-U","NULL","Global Business Services","CS/3/9226","Active","2017"
"Cloudmarks Sdn Bhd","1030617-K","NULL","InfoTech","CS/3/8052","Active","2013"
